id,name,rawBodyPart,rawEquipment,rawTarget,rawMuscleMetadata,rawSecondaryMuscles,currentCategory,currentPrimaryMuscle,currentSecondaryMuscles,currentLoadMechanism,currentLoadMode,currentBodyweightFactor,currentPlateBaseKind,inferredMovementFamily,inferredComplexity,inferredMachineResistanceClass,highestSeverity,flags,v2TargetKind,v2TargetResolved,v2TargetRegion,v2SecondaryResolved
ex-1559,Exercise ball hip flexor stretch,upper legs,stability ball,glutes,quadriceps,quadriceps; hamstrings,other,glutes,core; hamstrings,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings
ex-1338,Exercise ball hug,back,stability ball,spine,shoulders,shoulders; chest,other,back,core,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,back,back,shoulders; chest
ex-1339,Exercise ball lat stretch,back,stability ball,lats,shoulders,shoulders; triceps,other,back,core; triceps,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,latissimus_dorsi,back,shoulders; triceps_brachii
ex-1341,Exercise ball lower back stretch (pyramid),back,stability ball,lats,glutes,glutes; hamstrings,other,back,glutes; hamstrings,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,glutes; hamstrings
ex-1342,Exercise ball lying side lat stretch,back,stability ball,lats,shoulders,shoulders; triceps,other,back,core; triceps,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,latissimus_dorsi,back,shoulders; triceps_brachii
ex-1382,Exercise ball on the wall calf raise,lower legs,dumbbell,calves,hamstrings,hamstrings; quadriceps,dumbbell,calves,hamstrings; core,dumbbell,per_hand,,none,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; quadriceps
ex-3241,Exercise ball on the wall calf raise (tennis ball between ankles),lower legs,dumbbell,calves,hamstrings,hamstrings; quadriceps,dumbbell,calves,hamstrings; core,dumbbell,per_hand,,none,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; quadriceps
ex-3240,Exercise ball on the wall calf raise (tennis ball between knees),lower legs,dumbbell,calves,quadriceps,quadriceps; hamstrings,dumbbell,calves,core; hamstrings,dumbbell,per_hand,,none,calf_raise,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,lower_legs,lower_legs,quadriceps; hamstrings
ex-1416,Exercise ball one leg prone lower body rotation,upper legs,stability ball,glutes,hamstrings,hamstrings; quadriceps; core,other,glutes,hamstrings; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps; core
ex-1417,Exercise ball one legged diagonal kick hamstring curl,upper legs,stability ball,glutes,hamstrings,hamstrings; calves,other,glutes,hamstrings; calves,other,total,,none,knee_flexion,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_legs
ex-1296,Exercise ball pike push up,chest,stability ball,pectorals,shoulders,shoulders; triceps; core,other,chest,core; triceps,other,total,,none,bench_press,compound,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii; core
ex-1343,Exercise ball prone leg raise,back,stability ball,spine,abdominals,abdominals; glutes,other,back,core; glutes,other,total,,none,core,isolation,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,core; glutes
ex-1560,Exercise ball seated hamstring stretch,upper legs,stability ball,hamstrings,glutes,glutes; lower back,other,hamstrings,glutes; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,glutes; lower_back
ex-1745,Exercise ball seated triceps stretch,upper arms,stability ball,triceps,shoulders,shoulders,other,triceps,core,other,total,,none,other,unknown,none_expected,medium,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-1746,Exercise ball supine triceps extension,upper arms,dumbbell,triceps,shoulders,shoulders,dumbbell,triceps,core,dumbbell,per_hand,,none,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-1747,Ez bar french press on exercise ball,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-3010,Ez bar lying bent arms pullover,back,ez barbell,lats,triceps,triceps; chest,barbell,back,triceps; core,barbell,total,,user_bar,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,triceps_brachii; chest
ex-1748,Ez bar lying close grip triceps extension behind head,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-1344,Ez bar reverse grip bent over row,back,ez barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-1682,Ez bar seated close grip concentration curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1749,Ez bar standing french press,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0445,Ez barbell anti gravity press,shoulders,ez barbell,delts,triceps,triceps; chest,barbell,shoulders,triceps; core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; chest
ex-1627,Ez barbell close grip preacher curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0446,Ez barbell close-grip curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0447,Ez barbell curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0448,Ez barbell decline close grip face press,upper arms,ez barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-2186,Ez barbell decline triceps extension,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0449,Ez barbell incline triceps extension,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0450,Ez barbell jm bench press,upper arms,ez barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0451,Ez barbell reverse grip curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0452,Ez barbell reverse grip preacher curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1458,Ez barbell seated curls,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0453,Ez barbell seated triceps extension,upper arms,ez barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0454,Ez barbell spider curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1628,Ez barbell spider curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-2404,Ez-bar biceps curl (with arm blaster),upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-2432,Ez-bar close-grip bench press,upper arms,ez barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-2741,Ez-barbell standing wide grip biceps curl,upper arms,ez barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-2133,Farmers walk,upper legs,dumbbell,quads,calves,calves; forearms; core,dumbbell,quadriceps,calves; forearms; core,dumbbell,per_hand,,none,carry,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,lower_legs; forearms; core
ex-0455,Finger curls,lower arms,barbell,forearms,wrist flexors,wrist flexors; grip muscles,barbell,forearms,core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,wrist_flexors; grip_muscles
ex-3303,Flag,waist,body weight,abs,obliques,obliques; shoulders,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; shoulders
ex-0456,Flexion leg sit up (bent knee),waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-0457,Flexion leg sit up (straight arm),waist,body weight,abs,hip flexors,hip flexors; quadriceps,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; quadriceps
ex-0458,Floor fly (with barbell),chest,barbell,pectorals,deltoids,deltoids; triceps,barbell,chest,core; triceps,barbell,total,,user_bar,fly,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-0459,Flutter kicks,upper legs,body weight,glutes,hip flexors,hip flexors; lower abs,bodyweight,glutes,core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hip_flexors; rectus_abdominis
ex-1472,Forward jump,upper legs,body weight,quads,calves,calves; hamstrings; glutes,bodyweight,quadriceps,calves; hamstrings; glutes,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,lower_legs; hamstrings; glutes
ex-3470,Forward lunge (male),upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,lunge,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-3194,Frankenstein squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-2429,Frog crunch,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-3301,Frog planche,waist,body weight,abs,shoulders,shoulders; chest; triceps,bodyweight,core,triceps,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; chest; triceps_brachii
ex-3296,Front lever,waist,body weight,abs,lats,lats; shoulders; forearms,bodyweight,core,back; forearms,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,latissimus_dorsi; shoulders; forearms
ex-3295,Front lever reps,back,body weight,upper back,core,core; shoulders,bodyweight,back,core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,core; shoulders
ex-0464,Front plank with twist,waist,body weight,abs,obliques,obliques; shoulders,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; shoulders
ex-3315,Full maltese,waist,body weight,abs,shoulders,shoulders; chest,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; chest
ex-3299,Full planche,waist,body weight,abs,shoulders,shoulders; chest; triceps,bodyweight,core,triceps,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; chest; triceps_brachii
ex-3327,Full planche push-up,chest,body weight,pectorals,shoulders,shoulders; triceps; core,bodyweight,chest,core; triceps,bodyweight,added_weight,,none,bench_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii; core
ex-0466,Gironda sternum chin,back,body weight,lats,biceps,biceps; rhomboids; rear deltoids,bodyweight,back,biceps; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; rhomboids; posterior_deltoid
ex-3561,Glute bridge march,upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,hip_thrust,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-3523,Glute bridge two legs on bench (male),upper legs,body weight,glutes,hamstrings,hamstrings; core,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,hip_thrust,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; core
ex-3193,Glute-ham raise,upper legs,body weight,hamstrings,glutes,glutes; lower back,bodyweight,hamstrings,glutes; core,bodyweight,added_weight,,none,other,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,glutes; lower_back
ex-0467,Gorilla chin,waist,body weight,abs,forearms,forearms; biceps,bodyweight,core,forearms; biceps,bodyweight,added_weight,,none,core,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,forearms; biceps_brachii
ex-0469,Groin crunch,waist,body weight,abs,hip flexors,hip flexors; inner thighs,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; upper_legs
ex-1383,Hack calf raise,lower legs,sled machine,calves,hamstrings,hamstrings; glutes,machine,calves,hamstrings; glutes,plate_loaded,total,,none,calf_raise,isolation,inherent_resistance_candidate,high,RAW_MG_DIFFERS_FROM_TARGET; PLATE_LOADED_NO_BASE_RESISTANCE_METADATA; POSSIBLE_INHERENT_MACHINE_RESISTANCE,regional,lower_legs,lower_legs,hamstrings; glutes
ex-1384,Hack one leg calf raise,lower legs,sled machine,calves,hamstrings,hamstrings; glutes,machine,calves,hamstrings; glutes,plate_loaded,total,,none,calf_raise,isolation,inherent_resistance_candidate,high,RAW_MG_DIFFERS_FROM_TARGET; PLATE_LOADED_NO_BASE_RESISTANCE_METADATA; POSSIBLE_INHERENT_MACHINE_RESISTANCE,regional,lower_legs,lower_legs,hamstrings; glutes
ex-3221,Half knee bends (male),cardio,body weight,cardiovascular system,quadriceps,quadriceps; hamstrings; glutes,bodyweight,core,hamstrings; glutes,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,unknown,,,quadriceps; hamstrings; glutes
ex-3202,Half sit-up (male),waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-1511,Hamstring stretch,upper legs,body weight,hamstrings,glutes,glutes,bodyweight,hamstrings,glutes,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,glutes
ex-2139,Hands bike,chest,upper body ergometer,pectorals,triceps,triceps; shoulders,other,chest,triceps; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-3218,Hands clasped circular toe touch (male),upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps; calves,bodyweight,glutes,hamstrings; core; calves,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps; lower_legs
ex-3215,Hands reversed clasped circular toe touch (male),upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps; calves,bodyweight,glutes,hamstrings; core; calves,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps; lower_legs
ex-3302,Handstand,upper arms,body weight,triceps,shoulders,shoulders; core,bodyweight,triceps,core,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders; core
ex-0471,Handstand push-up,upper arms,body weight,triceps,shoulders,shoulders; chest; core,bodyweight,triceps,core,bodyweight,added_weight,,none,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders; chest; core
ex-1764,Hanging leg hip raise,waist,body weight,abs,hip flexors,hip flexors; lower back,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; lower_back
ex-0472,Hanging leg raise,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-1761,Hanging oblique knee raise,waist,body weight,abs,obliques,obliques,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques
ex-0473,Hanging pike,waist,body weight,abs,hip flexors,hip flexors; shoulders,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; shoulders
ex-0474,Hanging straight leg hip raise,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-0475,Hanging straight leg raise,waist,body weight,abs,hip flexors,hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-0476,Hanging straight twisting leg hip raise,waist,body weight,abs,obliques,obliques; hip flexors,bodyweight,core,,bodyweight,added_weight,,none,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; hip_flexors
ex-3636,High knee against wall,cardio,body weight,cardiovascular system,quadriceps,quadriceps; hamstrings; glutes; calves,bodyweight,core,hamstrings; glutes; calves,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,unknown,,,quadriceps; hamstrings; glutes; lower_legs
ex-0484,Hip raise (bent knee),waist,body weight,abs,glutes,glutes; hamstrings,bodyweight,core,glutes; hamstrings,bodyweight,added_weight,,none,core,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,glutes; hamstrings
ex-1418,Hug keens to chest,upper legs,body weight,glutes,hamstrings,hamstrings; quadriceps,bodyweight,glutes,hamstrings; core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps
ex-3234,Hyght dumbbell fly,chest,dumbbell,pectorals,shoulders,shoulders,dumbbell,chest,core,dumbbell,per_hand,,none,fly,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders
ex-0489,Hyperextension,back,body weight,spine,glutes,glutes; hamstrings,bodyweight,back,glutes; hamstrings,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,glutes; hamstrings
ex-0488,Hyperextension (on bench),back,body weight,spine,glutes,glutes; hamstrings,bodyweight,back,glutes; hamstrings,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,glutes; hamstrings
ex-3289,Impossible dips,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-1471,Inchworm,waist,body weight,abs,shoulders,shoulders; hamstrings,bodyweight,core,hamstrings,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; hamstrings
ex-3698,Inchworm v. 2,waist,body weight,abs,shoulders,shoulders; hamstrings,bodyweight,core,hamstrings,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; hamstrings
